"title","seller_name","brand","description","initial_price","final_price","reviews_count","root_bs_rank","rating","bought_past_month","bs_rank","root_bs_category","country_of_origin"
"for MagSafe Card Wallet,Slim Leather Magnetic Phone Wallet Design Stick on Credit Card Holder for iPhone 16/15/14/13/12 Mini/Plus/Pro/Pro Max,Fit 3 Cards (Natural Flower)","Pas¦¦¦ Ba¦¦¦","BayPastel X","Multiple Patterns BayPastel X' 4 different pattern designs available, which can be freely chosen according to your preferences or as gifts for family or friends. With Card Holder Can store 2-3 cards or some cash, get rid of bulky wallets, and just take out your phone when needed. Slim Design Light weight for carry,easy card retrieval: There is a hole at the bottom and back that makes it easy to retrieve the card when you need it.       BayPastel X for iPhone 16 Pro Case Design Strong Magnetic Cute Slim [Compatib... BayPastel X for iPhone 16 Pro Case Design Cute Slim Strong Magnetic [Compatib... BayPastel X for iPhone 16 Pro Max Case Design Strong Magnetic Cute Slim [Comp... BayPastel X for iPhone 16 Pro Max Case Design Strong Magnetic Cute Slim [Comp... BayPastel X for iPhone 16 Pro Max Case Design Strong Magnetic Cute Slim [Comp... Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Price $18.99$18.99 $18.99$18.99 $18.99$18.99 $18.99$18.99 $18.99$18.99 with Magsafe ? ? ? ? ?","9.99","9.99","73","7963","4.2","50","70","Cell Phones & Accessories","China"
"newppon Waterproof Cell Phone Pouch - 3 Pack Underwater Dry Bag Case Lanyard - Water Proof Clear Holder Protector for iPhone 16 15 14 Pro Max Plus Samsung Galaxy S23 S22 Ultra Note for Beach Swimming","New¦¦¦n","newppon","Paper Towel Test       1.Open pouch by turning the two swivel switches. 2.Put the paper towel in pouch & Seal the pouch completely 3.Submerging underwater for 30 minutes & Take out paper towel & Check it carefully. Suitable for Various Sports   Why We Better       Extra Larger Size Fits all cellphones under 7.2 inches. All-around transparent material makes it easy to use. Compatible with iPhone 16 Pro Max XS XR Mini X 8 7 6S 6 SE Plus & Samsung Galaxy S23+ Ultra 5G and all other smartphones. Sensitive Screen-Touch This waterproof phone pouch case features a snap clasp and lock seal system that ensures full protection against even storm. Fully Protection Designed for swimmers, surfers, underwater, scuba divers and water park activities. This waterproof iPhone case bag can not only protect your cellphone, but also the carry-on cards, passport or cash. Save Unforgettable Moments   Frindly Reminder Please stay away from any sharp objects.Mobile phone may suffer hydraulic pressure under certain water depth, which will impact the the operation of the touchscreen. Please take photos by volume buttons.Easy to operate the touch screen functions, but NOT for touch ID fingerprint. You can wake up your phone by power button or use ""Raise to Wake"" function: Setting->Display & Brightness->Raise to wake-> ON.Waterproof cellphone bags can't be used for hot spring.Waterproof smartphone bags are suitable for water part activities, outdoor rafting, swimming, beach playing and ordinary diving, but not recommended when diving into more than 49 feet of water depth.Waterproof iPhone bag inside the fog is a normal phenomenon. 3 Pack Waterproof Phone Pouch 2 Pack Floating Waterproof Phone Pouch Detachable & 360° Rotatable Armband with Airpods Pro Holder Neoprene Armband with Airpods Pro Holder 7 Pack Waterproof Phone Pouch Bike & Motorcycle Phone Mount Add to Cart Add to Cart Buying Options Buying Options Add to Cart Buying Options Customer Reviews 4.3 out of 5 stars 6,445 4.3 out of 5 stars 4,302 4.1 out of 5 stars 10,165 4.3 out of 5 stars 18 4.3 out of 5 stars 6,445 4.4 out of 5 stars 1,018 Price $7.97$7.97 $7.99$7.99 — — $14.99$14.99 — Works on Neck Neck Arm & Wrist Arm Neck Bike & Motorcycle Compatibility All 4"" to 7.5"" Cellphones All 4"" to 7.5"" Cellphones All 4"" to 7.5"" Cellphones All 4"" to 7"" Cellphones All 4"" to 7.5"" Cellphones All 4"" to 7.5"" Cellphones Key Features Save More for 3 Pack. Fits Smartphones up to 7.2"". IPX8 Certified. Taking Pictures Underwater. Detachable Lanyard. Save More for 2 Pack. Fits Smartphones up to 7.2"". IPX8 Certified. Taking Pictures Underwater. Detachable Lanyard. Detachable & 360° Rotatable. With Airpods Pro Holder. Fits All Smartphones. Fits Most Arm. With Airpods Pro Holder. 3 Size Fits All Smartphones. Fits Most Arms. Premium Quality. Save More for 7 Pack. Fits Smartphones up to 7.2"". IPX8 Certified. Taking Pictures Underwater. Detachable Lanyard. Universal Compatiblity. 360° Rotation. Easy to Use. Access to Full Screen. Durable & Sturdy. Benefits Upgrade Family 3 Pack. Upgrade Floating Design Take pictures and calls without removing your armband. Keeps you AND your phone are safe! Luxurious to the touch, ultra lightweight, gentle on the skin and will not tear, wear easily or degrade. Upgrade Family 7 Pack. Unlike some of our competitor's products, these phone mount easy to use. Made From Only Premium Materials? Sure Of Course! Sure Of Course! Sure Of Course! Sure Of Course! Sure Of Course! Sure Of Course! Designed & Developed by Fitness Enthusiasts? Sure Of Course! Will Love Them Too! At Newppon Fitness We ONLY make Sure Of Course! Love So That You Backed by our Quality for Life Promise? Sure Of Course! Promise! Every Newppon Fitness Product Is Covered Sure Of Course! Quality For Life","9.97","7.97","6445","2017","4.3","1000","9","Cell Phones & Accessories","China"
"Amazon Basics Micro SDXC Memory Card with Full Size Adapter, A2, U3, Read Speed up to 100 MB/s, 512 GB, Black","Ama¦¦¦.co¦¦¦","Amazon Basics","Product Description An Amazon Brand. From the Manufacturer Amazon Basics","41.00","41.00","94042","875","4.7","5000","31","Cell Phones & Accessories","China"
"Mr. Pen- Jumbo Pencils, 10 Pencils and 1 Sharpener, Big Pencil, Fat Pencils, Jumbo Pencils for Preschoolers, Fat Pencils for Kindergarten, Thick Pencils, Big Pencils for Preschoolers, Large Pencil.","Mr.¦¦¦n","Mr. Pen","Mr. Pen Pencils Pencils Add to Cart Pencils Buying Options Pencils Add to Cart Pencils Add to Cart Pencils Add to Cart Pencils Add to Cart Pencils Add to Cart Customer Reviews 4.7 out of 5 stars 1,302 4.4 out of 5 stars 685 4.6 out of 5 stars 530 4.8 out of 5 stars 6,027 4.7 out of 5 stars 84 4.6 out of 5 stars 6,211 4.6 out of 5 stars 6,211 Price $9.85$9.85 — $7.99$7.99 $5.99$5.99 $6.85$6.85 $5.85$5.85 $5.99$5.99 Quantity 10 24 12 14 24 36 36 Color Black Black Black Black Black Multicolor Multicolor Shape Round Hexagonal Hexagonal Hexagonal Round Hexagonal Round High Quality ? ? ? ? ? ? ? Pre-Sharpened ? ? ? ? ? ? ?","12.00","9.85","1302","5539","4.7","800","32","Our Brands","Taiwan"
"EMDMAK Door Stop Alarm with 120DB Siren Door Stop for Home & Travel (Black) (Pack of 2)","EMD¦¦¦","EMDMAK","About this item Dual Function: Can be used as a door stop alarm and door stopper, Its rubberized bottom prevents the door sliding and alert off intruders. Door stop alarms are available for door-to-floor clearances of 0.6'' and 1.2''. 3 Level of Sensitivities: High-Medium-Low Sensitivities, which can be adjusted according to your own needs. Loud Alarm: Very loud shrill that would definitely scare someone away with 120db alarm. Weight: 4.5 oz. Powered by 9V Battery: The door stop alarm powered by 9V battery, One piece can be used for a year under normal circumstances. Very practical. (Note: Battery not include) Easy to Use: No installation required, Simply place the alarm behind any inner pull door (home, hotel, etc). very convenient to take with you when travel or stay indoor alone. A really must have around you. › See more product details","18.00","14.00","7471","1333","4.4","2000","16","Office Products",""
"Misofuki 3000 PCS 3/4"" Round Color Coding Circle Dot Labels Includes Bright Yellow Green Red Pink Orange Blue(6 Rolls,500 Labels/Roll)","Mis¦¦¦ki","Misofuki","About this item What you can get - You will receive 6 Rolls (6 different Colors), total 3000 pcs round color-code dot stickers, 500 stickers per roll. Sufficient quantity and various colors will meet your daily decorating needs, also nice to share with your friends and family members. Quality material - the stickers are made of quality paper material, soft to touch, easy to peel from the roll and stick; Strong adhesive allows each label to be easily applied on any smooth surface for a long time; Each pretty things sticker is approx. 3/4 inch (1.9cm) in diameter. Attractive design - The stickers are beautiful and delicate, and you can write any text on them according to your needs. Easy to peel and stick - The mail stickers are easy to use, you can easily peel off the stickers and stick them to most package surfaces; The good adhesive makes them to be firmly attached to the package surfaces. Widely applicable - these self-adhesive round stickers are suitable for shopping bag businesses, online retailers, boutiques and small shops to consolidate and enhance their relationships with customers, which can be pasted on gift boxes, envelopes, gift cards, packages, paper bags, notebooks, desks, walls, windows and so on. › See more product details","7.99","6.99","1812","1198","4.6","1000","3","Office Products",""
"Gorilla Grip Laptop Lap Desk with Phone Holder, Pillow Cushion Desks Fit Laptops up to 15.6"", Tray Ledge Keep Computers in Place, Portable Travel Workstation Essentials for Home, Light Wood Color","GOR¦¦¦A C¦¦¦ERC¦¦¦","Gorilla Grip","Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.4 out of 5 stars 14,791 4.3 out of 5 stars 3,481 4.5 out of 5 stars 17,521 4.5 out of 5 stars 1,515 4.4 out of 5 stars 4,775 4.5 out of 5 stars 2,458 Price $42.99$42.99 $66.99$66.99 $32.99$32.99 $17.95$17.95 $10.59$10.59 $9.99$9.99 Extra Comfortable ? ? ? ? ? Ultra Durable ? ? ? ? ? ? Extra Thick ? ? ? ? ? ? Many Colors ? ? ? ? ?","23.00","20.00","502","2095","4.4","600","7","Office Products",""
"15.6 inch Laptop Sleeve, Durable Computer Carrying Bag Protective Case Briefcase Handbag with Front Pocket, Slim Cover for 15-16 Inch HP, Dell, Lenovo, Asus, Notebook, Black","dae¦¦¦o","AREYLO","Previous page Next page 1 Laptop Sleeve Bag 2 Use for Working 3 Elegant   AREYLO Laptop Sleeve 15.6 inch.Our AREYLO Laptop Sleeve Case Is Specially Designed For Most 15-15.6 Inch Laptops Notebooks Ultrabooks.Soft Lining Shock Absorption Interior Soft Lining And Foam Padding Material Provides Your Device Against Scratches, Dents, Bumps And Shocks.   SUPERIOR PROTECTION Premium Neoprene Material Offers a Ultra Slim Lightweight Design And Superior Protection To Protect Laptop/Notebook From Dust,Bumps, Scratches, our laptop bags sleeve are of durable quality, well made and stylish. This laptop case would be a great gift for your beloved family and friends.   Smoothly Zipper does not bulk your laptop up and can easily slide into your briefcase, backpack or other bag. Top-loading zipper on the sleeve glides smoothly.   EXTERNAL DIMENSIONS 15.5 x 11 x 0.8 inches, internal dimensions: 15.2 x 10.8 x 0.7 inches,Except the main compartment for yourlaptop,Our Laptop Case Also Comes With A First External Pocket For Additional StorageSuch As Charger,cables,Portable Mouse,Keys,Cards,Pens,CellPhoneandother accessories etc.   MULTIPURPOSE AREYLO laptop sleeve case Our Curated Selection Of Color And Adopt High Quality Material,Durable Zippers,We Make It Easy To Match Your Laptop.Could Be Served As Messenger Bag, Briefcase,Laptop Bag.It's Convenient To Go Anywhere. ?? This Great Modern Yet Elegant Professional Designed Laptop Sleeve Bag Protects Your Laptop And Accessories From Any Unwanted Bumps, Scrapes And Knocks, Which May Result In Damage To Your Device. Previous page Next page 1 User-friendly Design 2 Business Style","20.00","12.00","1092","7","4.6","1000","7","Office Products","China"
"Bankers Box Short Wardrobe Box 3 Pack, 20-in x 20-in x 34-in (7710902)","Ama¦¦¦.co¦¦¦","Bankers Box","Bankers Box SMOOTHMOVE WARDROBE Box Short 20x20x34 3pk. Wardrobe boxes are designed specifically for moving and storage of hanging items. Each box includes a 20"" hanger bar which can accommodate up to 2 linear feet of closet items. The wardrobe box closes completely to keep articles clean. Boxes are constructed from stronger 44 ECT C-Flute Kraft corrugated board and are reusable and recyclable. The actual assembled size of one box is 20 x 20 x 34 Inches.","50.00","45.00","3046","8881","4.6","400","67","Laptop Sleeves","China"
"LEPOWER Metal Desk Lamp, Eye-Caring Table Lamp, Study Lamps with Flexible Goose Neck for Bedroom, Home Office (Matte Black)","LeP¦¦¦r","LEPOWER","A nice, enduring and functional metal desk lamp to meet your basic lighting needs, which is ideal for reading. With well-made metal material, enduring and aesthetic, brightens your living room, bedroom, study room, office, kids room, or college dorm! Bulb Requirements Bulb is not included in the package. With an E26 size screw base, the bulb can be installed as desired. To avoid overheating, we suggest you using LED bulb 4W-6W, energy saving bulb 8W-16W, incandescent bulb 20W-40W (40W MAX). Stylish Design A nice, low-cost, and functional metal desk lamp to meet your basic lighting needs, perfect for reading, also an elegant decoration. Brighten Your Room With high-quality metal lampshade and base, enduring and aesthetic, brightens your living room, bedroom, study room, office, kids room, or college dorm.   Specification Item Dimensions 6.69 x 5.7 x 14.17 inch Material Metal Weight 1.56 lb Lamp Base E26 More Choices LEPOWER Metal Desk Lamp Add to Cart LEPOWER Study Desk Lamp Add to Cart LEPOWER Metal Desk Lamp Add to Cart LEPOWER 24W LED Desk Lamp Add to Cart Customer Reviews 4.6 out of 5 stars 12,200 4.6 out of 5 stars 12,200 4.5 out of 5 stars 4,068 4.7 out of 5 stars 337 Price $22.99$22.99 $24.99$24.99 $44.99$44.99 $39.99$39.99 Adjustable Design ? ? ? ? Bulb Base Standard E26 Size Screw Base Standard E26 Size Screw Base Standard E26 Size Screw Base LED Lamp Beads Dimmable & Touch Control ? ? ? ? USB Charging Port ? ? ? ? Material Metal Metal Metal Aluminum & ABS","33.00","23.00","12200","2362","4.6","500","14","Office Products","USA"
